task_row_index,source_no,composition_group,composition_group_rows,outer_split,optuna_validation_fold,material_class,reference,temperature_celsius,chloride_molar,pH,test_method,target_decile,target_mV_SCE_development_only,"Composition, wt.% Fe","Composition, wt.% Cr","Composition, wt.% Ni","Composition, wt.% Mo","Composition, wt.% W","Composition, wt.% Nb","Composition, wt.% Al","Composition, wt.% V","Composition, wt.% Ta","Composition, wt.% Re","Composition, wt.% Ce","Composition, wt.% Ti","Composition, wt.% Co","Composition, wt.% B","Composition, wt.% Mg","Composition, wt.% Y","Composition, wt.% Gd"
422,424,composition_0169,4,development,4,Fe Alloy,3,90,0.546,7.2,Scratch,5,205,71.93,19.74,2.14,3.5,0,0.51,,0,0,0,0,0,0,0,0,0,0
423,425,composition_0170,4,development,3,Fe Alloy,3,90,0.546,7.2,Scratch,4,152,70.97,19.73,2.13,4.7,0,0.34,,0,0,0,0,0,0,0,0,0,0
424,426,composition_0171,2,development,1,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,174,73.26,24.32,0.72,1.02,0,,,0,0,0,0,0,0,0,0,0,0
425,427,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,,73.63,22.53,1.45,1.02,0,,,0,0,0,0,0,0,0,0,0,0
426,428,composition_0162,4,development,2,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,184,74,20.73,2.17,1.03,0,,,0,0,0,0,0,0,0,0,0,0
427,429,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,,73.49,22.56,1.44,0.71,0,0.34,,0,0,0,0,0,0,0,0,0,0
428,431,composition_0172,2,development,3,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,192,73.3,23.29,0.71,2.02,0,,,0,0,0,0,0,0,0,0,0,0
429,432,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,262,73.66,21.51,1.44,2.03,0,,,0,0,0,0,0,0,0,0,0,0
430,433,composition_0165,4,development,3,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,226,74.03,19.71,2.16,2.04,0,,,0,0,0,0,0,0,0,0,0,0
431,434,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,194,73.48,21.53,1.44,1.75,0,0.34,,0,0,0,0,0,0,0,0,0,0
432,435,composition_0166,4,development,4,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,284,73.37,21.49,1.84,1.75,0,0.34,1.12,0,0,0,0,0,0,0,0,0,0
433,436,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,306,72.73,21.48,1.43,3,0,,,0,0,0,0,0,0,0,0,0,0
434,437,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,230,73.1,19.69,2.14,3.02,0,,,0,0,0,0,0,0,0,0,0,0
435,438,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,225,72.65,21.51,1.43,2.62,0,0.34,,0,0,0,0,0,0,0,0,0,0
436,439,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,240,73.02,19.7,2.15,2.64,0,0.34,,0,0,0,0,0,0,0,0,0,0
437,440,composition_0169,4,development,4,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,7,342,71.93,19.74,2.14,3.5,0,0.51,,0,0,0,0,0,0,0,0,0,0
438,441,composition_0170,4,development,3,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,310,70.97,19.73,2.13,4.7,0,0.34,,0,0,0,0,0,0,0,0,0,0
439,442,composition_0171,2,development,1,Fe Alloy,3,90,0.546,7.2,Scratch,4,145,73.26,24.32,0.72,1.02,0,,,0,0,0,0,0,0,0,0,0,0
440,443,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,4,,73.63,22.53,1.45,1.02,0,,,0,0,0,0,0,0,0,0,0,0
441,444,composition_0162,4,development,2,Fe Alloy,3,90,0.546,7.2,Scratch,4,178,74,20.73,2.17,1.03,0,,,0,0,0,0,0,0,0,0,0,0
442,445,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,4,,73.49,22.56,1.44,0.71,0,0.34,,0,0,0,0,0,0,0,0,0,0
443,446,composition_0163,3,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,4,,73.38,22.52,1.85,0.7,0,0.34,1.13,0,0,0,0,0,0,0,0,0,0
444,447,composition_0172,2,development,3,Fe Alloy,3,90,0.546,7.2,Scratch,4,170,73.3,23.29,0.71,2.02,0,,,0,0,0,0,0,0,0,0,0,0
445,448,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,5,232,73.66,21.51,1.44,2.03,0,,,0,0,0,0,0,0,0,0,0,0
446,449,composition_0165,4,development,3,Fe Alloy,3,90,0.546,7.2,Scratch,5,215,74.03,19.71,2.16,2.04,0,,,0,0,0,0,0,0,0,0,0,0
447,450,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,5,192,73.48,21.53,1.44,1.75,0,0.34,,0,0,0,0,0,0,0,0,0,0
448,451,composition_0166,4,development,4,Fe Alloy,3,90,0.546,7.2,Scratch,4,165,73.37,21.49,1.84,1.75,0,0.34,1.12,0,0,0,0,0,0,0,0,0,0
449,452,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Scratch,6,272,72.73,21.48,1.43,3,0,,,0,0,0,0,0,0,0,0,0,0
450,453,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,5,222,73.1,19.69,2.14,3.02,0,,,0,0,0,0,0,0,0,0,0,0
451,454,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Scratch,4,174,72.65,21.51,1.43,2.62,0,0.34,,0,0,0,0,0,0,0,0,0,0
452,455,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,5,235,73.02,19.7,2.15,2.64,0,0.34,,0,0,0,0,0,0,0,0,0,0
453,456,composition_0169,4,development,4,Fe Alloy,3,90,0.546,7.2,Scratch,6,268,71.93,19.74,2.14,3.5,0,0.51,,0,0,0,0,0,0,0,0,0,0
454,457,composition_0170,4,development,3,Fe Alloy,3,90,0.546,7.2,Scratch,6,298,70.97,19.73,2.13,4.7,0,0.34,,0,0,0,0,0,0,0,0,0,0
455,458,composition_0173,3,development,4,Fe Alloy,6,45,1,7,"Potentiodynamic Polarization. The electrodes for the potentiodynamic studies were mounted in epoxy plastic with a single exposed surface parallel to the rolling plane. Electrical contact was made by soft-soldering a nickel wire to the back of the electrode. Contact between the solder or lead wire and the electrolyte was excluded by the plastic and glass tube. The 0.5 by 0.6 cm exposed surface was polished by using standard metallographic techniques, finishing with a distilled water slurry of 0.3 mu alumina. The edges of the electrode were masked with clear Glyptal varnish to prevent crevice corrosion. The coupons for the exposure tests, 2.5 by 2.5 by 0.3 cm, were surface ground and then polished through No. 600 wet silicon carbide paper. They were solvent degreased and rinsed in methanol before exposure.",6,300,81.227,16.45,0.11,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0
456,459,composition_0173,3,development,4,Fe Alloy,6,45,1,7,"Potentiodynamic Polarization. The electrodes for the potentiodynamic studies were mounted in epoxy plastic with a single exposed surface parallel to the rolling plane. Electrical contact was made by soft-soldering a nickel wire to the back of the electrode. Contact between the solder or lead wire and the electrolyte was excluded by the plastic and glass tube. The 0.5 by 0.6 cm exposed surface was polished by using standard metallographic techniques, finishing with a distilled water slurry of 0.3 mu alumina. The edges of the electrode were masked with clear Glyptal varnish to prevent crevice corrosion. The coupons for the exposure tests, 2.5 by 2.5 by 0.3 cm, were surface ground and then polished through No. 600 wet silicon carbide paper. They were solvent degreased and rinsed in methanol before exposure.",6,300,81.227,16.45,0.11,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0
457,460,composition_0173,3,development,4,Fe Alloy,6,45,1,7,"Potentiodynamic Polarization. The electrodes for the potentiodynamic studies were mounted in epoxy plastic with a single exposed surface parallel to the rolling plane. Electrical contact was made by soft-soldering a nickel wire to the back of the electrode. Contact between the solder or lead wire and the electrolyte was excluded by the plastic and glass tube. The 0.5 by 0.6 cm exposed surface was polished by using standard metallographic techniques, finishing with a distilled water slurry of 0.3 mu alumina. The edges of the electrode were masked with clear Glyptal varnish to prevent crevice corrosion. The coupons for the exposure tests, 2.5 by 2.5 by 0.3 cm, were surface ground and then polished through No. 600 wet silicon carbide paper. They were solvent degreased and rinsed in methanol before exposure.",8,540,81.227,16.45,0.11,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0
458,468,composition_0174,2,development,5,Fe Alloy,8,70,0.6,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",3,63,74.165,17,8.3,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
459,469,composition_0175,2,development,5,Fe Alloy,8,70,0.6,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",4,168,69.941,17.2,10.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
460,470,composition_0039,12,development,2,Fe Alloy,8,70,0.6,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",9,620,48.975,20,25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
461,471,composition_0007,7,development,1,Fe Alloy,8,70,0.6,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",10,1028,54.97,20,18,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0
462,472,composition_0174,2,development,5,Fe Alloy,8,70,0,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",6,273,74.165,17,8.3,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
463,473,composition_0175,2,development,5,Fe Alloy,8,70,0,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",6,330,69.941,17.2,10.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
464,474,composition_0039,12,development,2,Fe Alloy,8,70,0,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",8,476,48.975,20,25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
465,475,composition_0007,7,development,1,Fe Alloy,8,70,0,7,"Potentiodynamic Polarization, Potentiodynamic polarization commenced at the free-corrosion potential after the sample had been immersed in the solution for 30 minutes",9,620,54.97,20,18,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,476,composition_0176,3,development,1,Fe Alloy,16,60,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1010,61.29,27.3,7.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,
467,477,composition_0176,3,development,1,Fe Alloy,16,80,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1020,61.29,27.3,7.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,
468,478,composition_0176,3,development,1,Fe Alloy,16,100,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,9,850,61.29,27.3,7.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,
469,479,composition_0177,3,development,5,Fe Alloy,16,60,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1010,64.8,28.4,2.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,
470,480,composition_0177,3,development,5,Fe Alloy,16,80,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1010,64.8,28.4,2.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,
471,481,composition_0177,3,development,5,Fe Alloy,16,100,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,8,493,64.8,28.4,2.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,
472,482,composition_0178,3,development,3,Fe Alloy,16,60,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1000,55,19.8,18.6,6.4,0,0,0,0,0,0,0,0,0,0,0,0,
473,483,composition_0178,3,development,3,Fe Alloy,16,80,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1010,55,19.8,18.6,6.4,0,0,0,0,0,0,0,0,0,0,0,0,
474,484,composition_0178,3,development,3,Fe Alloy,16,100,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,9,782,55,19.8,18.6,6.4,0,0,0,0,0,0,0,0,0,0,0,0,
475,485,composition_0179,3,development,4,Fe Alloy,16,60,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,10,1010,64.56,25.2,7.1,3,0,0,0,0,0,0,0,0,0,0,0,0,
476,486,composition_0179,3,development,4,Fe Alloy,16,80,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,6,330,64.56,25.2,7.1,3,0,0,0,0,0,0,0,0,0,0,0,0,
477,487,composition_0179,3,development,4,Fe Alloy,16,100,0.546,,Potentiodynamic Polarization - pitting potentital measured by potential sweep method,5,240,64.56,25.2,7.1,3,0,0,0,0,0,0,0,0,0,0,0,0,
478,488,composition_0180,10,final_test,,Other,9,,1,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment",1,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,489,composition_0180,10,final_test,,Other,9,,1,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment",1,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,490,composition_0180,10,final_test,,Other,9,,1,5,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment",1,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
